INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	MOLECULAR_FORMULA	AVERAGE_MASS	ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED	BIOCONCENTRATION_FACTOR_OPERA_PRED	BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED	BOILING_POINT_DEGC_OPERA_PRED	HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED	OPERA_KM_DAYS_OPERA_PRED	OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED	SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED	OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED	MELTING_POINT_DEGC_OPERA_PRED	VAPOR_PRESSURE_MMHG_OPERA_PRED	WATER_SOLUBILITY_MOL/L_OPERA_PRED
DTXSID90884215	DSSTox_Substance_Id	DTXSID90884215	1,4-Butanediamine, 2-[(trimethoxysilyl)methyl]-	C8H22N2O3Si	222.36	6.16268e-12	1.2685	4.22732	261.741	3.67881e-10	0.123444	7.83922	28.1729	0.900666	138.406	4.29972e-05	0.260962
DTXSID90884250	DSSTox_Substance_Id	DTXSID90884250	5,7,12-Trioxa-6-stannaoctadeca-2,9-dienoic acid, 14-ethyl-6,6-dioctyl-4,8,11-trioxo-, 2-ethylhexyl ester	C40H72O8Sn	799.718	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90884290	DSSTox_Substance_Id	DTXSID90884290	Boric acid, lithium salt	BH2LiO3	67.76	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90884295	DSSTox_Substance_Id	DTXSID90884295	Benzenemethanamine, 4-amino-N,N-dimethyl-	C9H14N2	150.225	2.4322e-11	6.28619	3.85531	262.525	2.73197e-09	0.356619	7.44461	81.958	0.924488	72.9682	0.0110271	0.943614
DTXSID90884311	DSSTox_Substance_Id	DTXSID90884311	3H-Indolium, 2-[2-[4-[(2-chloroethyl)ethylamino]-2-methylphenyl]ethenyl]-1,3,3-trimethyl-, chloride (1:1)	C24H30Cl2N2	417.42	2.99815e-11	635.862	3.36013	365.077	2.47764e-08	11.0054	11.7261	8108.73	1.17819	174.451	1.26533e-07	1.33186e-07
DTXSID90884331	DSSTox_Substance_Id	DTXSID90884331	2-Propanol, 1-[(2-hydroxyethyl)thio]-	C5H12O2S	136.21	2.96603e-11	3.97068	3.09257	275.951	2.94438e-09	0.0935487	7.58515	22.3346	-0.328806	36.307	0.00291461	0.767224
DTXSID90884356	DSSTox_Substance_Id	DTXSID90884356	Pyrrolidine, 1-(1-cyclopenten-1-yl)-	C9H15N	137.226	6.5941e-11	19.7421	5.95059	216.562	0.00130638	1.20401	4.96946	92.7273	1.49152	41.7261	0.471535	0.009882
DTXSID90884371	DSSTox_Substance_Id	DTXSID90884371	2,4-Decadienoic acid, ethyl ester, (2E,4E)-	C12H20O2	196.29	4.28754e-11	167.459	4.66716	236.957	0.00016179	0.702123	5.7994	751.525	4.16628	-53.167	0.0796194	9.12497e-05
DTXSID90884391	DSSTox_Substance_Id	DTXSID90884391	2,4-Hexadienoic acid, 2-propen-1-yl ester, (2E,4E)-	C9H12O2	152.193	5.05695e-11	7.13938	4.65365	189.865	0.00049345	0.0943942	4.43393	151.272	2.58719	-42.0382	0.45072	0.0099933
DTXSID90884417	DSSTox_Substance_Id	DTXSID90884417	Peroxymonosulfuric acid	H2O5S	114.07	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90884432	DSSTox_Substance_Id	DTXSID90884432	Selenic acid, barium salt (1:1)	BaO4Se	280.294	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90884437	DSSTox_Substance_Id	DTXSID90884437	Nitric acid, lithium salt (1:1)	LiNO3	68.94	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90884472	DSSTox_Substance_Id	DTXSID90884472	Bicyclo[2.2.1]hept-5-ene-2-methanol, 2-acetate	C10H14O2	166.22	6.74345e-11	14.1094	3.54918	230.953	0.00050289	0.10599	5.05443	110.326	2.63342	49.5327	0.0438876	0.0273942
DTXSID90884477	DSSTox_Substance_Id	DTXSID90884477	Benzeneacetic acid, (3S)-3,7-dimethyl-7-octen-1-yl ester	C18H26O2	274.404	8.87526e-11	363.117	3.35009	319.803	2.14023e-07	0.368602	8.97036	1455.72	5.37659	29.7193	3.97498e-06	4.20805e-05
DTXSID90884497	DSSTox_Substance_Id	DTXSID90884497	1-Propanaminium, N,N,N-trimethyl-3-[(1-oxododecyl)amino]-, methyl sulfate (1:1)	C19H42N2O5S	410.61	1.74676e-11	1655.71	5.68019	321.162	1.7164e-08	0.956603	10.8282	1393.28	0.529631	161.487	1.65778e-07	0.000122517
DTXSID90884513	DSSTox_Substance_Id	DTXSID90884513	Silane, fluoro-	FH3Si	50.107	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90884518	DSSTox_Substance_Id	DTXSID90884518	Lithium nitrite	LiNO2	52.95	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90884558	DSSTox_Substance_Id	DTXSID90884558	Benzothiazolium, 2-[2-[4-[ethyl(2-hydroxyethyl)amino]phenyl]diazenyl]-6-methoxy-3-methyl-, chloride (1:1)	C19H23ClN4O2S	406.93	7.47424e-11	12.0566	3.35552	345.161	2.54715e-07	1.05997	10.5532	1833.75	1.87142	156.503	7.4128e-10	2.45438e-06
DTXSID90884573	DSSTox_Substance_Id	DTXSID90884573	Carbonic acid, beryllium salt (1:1)	CBeO3	69.02	2.50079e-14	4.92728	7.57763	299.147	3.7792e-09	0.142856	6.36654	3.85959	-0.110689	110.173	0.0105684	0.0170393
DTXSID90884593	DSSTox_Substance_Id	DTXSID90884593	2(4H)-Benzofuranone, 5,6,7,7a-tetrahydro-3,6-dimethyl-	C10H14O2	166.22	2.66724e-11	9.88328	3.52808	239.981	0.000228245	0.0910533	5.95333	190.168	2.00451	62.1484	0.0153302	0.0298551
DTXSID90884614	DSSTox_Substance_Id	DTXSID90884614	Chlorosilane	ClH3Si	66.56	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90884710	DSSTox_Substance_Id	DTXSID90884710	7H,11H-Benz[de]imidazo[4',5':5,6]benzimidazo[2,1-a]isoquinoline-7,11-dione, 10,12-dihydro-	C19H10N4O2	326.315	1.44196e-11	15.0496	20.6274	300.552	1.02872e-10	2.41887	9.6462	85595.7	2.57832	220.529	2.89525e-09	2.75976e-07
DTXSID90884715	DSSTox_Substance_Id	DTXSID90884715	Borate(1-), tetrafluoro-, zinc (2:1)	B2F8Zn	238.99	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90884730	DSSTox_Substance_Id	DTXSID90884730	Selenic acid, calcium salt (1:1)	CaO4Se	183.045	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90884770	DSSTox_Substance_Id	DTXSID90884770	Silane, dichlorohexylmethyl-	C7H16Cl2Si	199.19	1.50761e-11	2075.55	210.382	163.693	0.0577809	2.03672	4.43076	491.133	4.29493	-78.5541	4.97846	6.75407e-06
DTXSID90884795	DSSTox_Substance_Id	DTXSID90884795	Silanamine, N,N-bis(dimethylsilyl)-1,1-dimethyl-	C6H21NSi3	191.496	1.17263e-12	22.7881	7.5842	120.259	2.44267	3.01239	2.25987	528.926	5.77677	-71.5053	154.107	7.19428e-05
DTXSID90884811	DSSTox_Substance_Id	DTXSID90884811	Benzothiazolium, 2-[2-(acetylphenylamino)ethenyl]-3-ethyl-, iodide (1:1)	C19H19IN2OS	450.34	7.31037e-11	248.015	4.67143	352.397	7.8958e-09	1.29241	11.5734	4121.46	-0.409964	211.492	6.35438e-09	2.9045e-06
DTXSID90884816	DSSTox_Substance_Id	DTXSID90884816	9-Dodecenoic acid, methyl ester	C13H24O2	212.333	8.44352e-11	273.519	5.71213	261.919	0.000150315	1.58596	6.73239	1436.97	4.95088	-31.5837	0.00681475	1.32028e-05
DTXSID90884851	DSSTox_Substance_Id	DTXSID90884851	2-Naphthalenecarboxylic acid, 4-[2-(5-chloro-4-methyl-2-sulfophenyl)diazenyl]-3-hydroxy-, strontium salt (1:1)	C18H11ClN2O6SSr	506.42	1.82354e-11	9.27389	3.35278	313.691	1.57041e-10	0.192874	9.34006	138.592	-2.01702	210.344	3.52972e-11	3.38431e-05
DTXSID90884856	DSSTox_Substance_Id	DTXSID90884856	2-Cyclopentene-1-acetic acid, ethyl ester	C9H14O2	154.209	7.45503e-11	10.6495	4.46156	194.716	0.000491327	0.0891089	4.60453	105.664	2.56059	-22.0437	0.136041	0.0193206
DTXSID90884871	DSSTox_Substance_Id	DTXSID90884871	Potassium p-toluenesulfonate	C7H7KO3S	210.29	2.32353e-12	5.4017	4.97523	291.954	1.34127e-08	0.115677	7.71324	73.5089	-2.26246	79.23	8.87098e-07	3.59185
DTXSID90884997	DSSTox_Substance_Id	DTXSID90884997	2,6,9,11-Dodecatetraenal, 2,6,10-trimethyl-, (2E,6E,9E)-	C15H22O	218.34	1.98051e-10	92.3844	4.44489	290.644	5.56904e-05	3.09093	7.43541	1247.37	3.99351	35.0296	0.132053	0.000430308
DTXSID90885005	DSSTox_Substance_Id	DTXSID90885005	2-Propenoic acid, 2-methyl-, (dimethylphenylsilyl)methyl ester	C13H18O2Si	234.37	6.17229e-11	105.671	200.51	269.007	5.44314e-05	0.373927	6.32209	507.217	4.53404	-20.2264	0.0313039	0.00212536
DTXSID90885025	DSSTox_Substance_Id	DTXSID90885025	2-Hexene, 1,1-dimethoxy-, (2E)-	C8H16O2	144.214	5.73795e-11	6.19552	4.29217	147.655	0.000147243	1.41747	3.96458	69.8057	1.43163	-80.1905	2.3999	0.00910694
DTXSID90885060	DSSTox_Substance_Id	DTXSID90885060	1H-Indene, 3,3'-(1,2-ethanediyl)bis-	C20H18	258.364	2.09466e-10	628.131	88.0606	386.472	9.98408e-06	1.76188	9.5839	5973.53	5.28002	58.2004	5.75516e-07	8.0855e-08
DTXSID90885065	DSSTox_Substance_Id	DTXSID90885065	1-Octadecanaminium, N,N,N-trimethyl-, methyl sulfate (1:1)	C22H49NO4S	423.7	6.48899e-12	441.218	24.1192	323.564	1.57994e-06	8.1766	9.79133	14518.1	0.658829	144.484	9.99055e-06	8.51768e-09
DTXSID90885085	DSSTox_Substance_Id	DTXSID90885085	Benzene, 1,1',1''-(1,3,5,5-tetramethyl-1-pentene-1,3,5-triyl)tris-	C27H30	354.537	2.97262e-11	8497.13	71.044	385.928	1.96247e-07	7.87324	11.726	106362.0	7.76246	96.4074	3.99623e-06	3.47114e-07
DTXSID90885146	DSSTox_Substance_Id	DTXSID90885146	9-Octadecenedioic acid, (9Z)-	C18H32O4	312.45	6.36474e-11	45.3873	5.50897	333.884	1.9136e-08	0.197587	9.23349	5009.25	5.13683	122.036	2.84741e-08	0.00114861
DTXSID90885242	DSSTox_Substance_Id	DTXSID90885242	2-Buten-1-one, 1-(2,6,6-trimethyl-1,3-cyclohexadien-1-yl)-, (2E)-	C13H18O	190.286	6.72361e-11	95.2759	3.33408	264.62	0.000297017	0.0626544	6.36243	272.999	3.49495	14.8033	0.0863207	0.00389737
DTXSID90885262	DSSTox_Substance_Id	DTXSID90885262	2-Propen-1-one, 1-[4-[[6-O-(6-deoxy-.alpha.-L-mannopyranosyl)-.beta.-D-glucopyranosyl]oxy]-2-hydroxy-6-methoxyphenyl]-3-(3-hydroxy-4-methoxyphenyl)-, (2E)-	C29H36O15	624.592	2.93784e-11	3.13625	86.3775	373.118	1.70135e-11	0.224125	9.5796	10063.0	0.552723	229.372	8.28233e-10	0.0651079
DTXSID90885343	DSSTox_Substance_Id	DTXSID90885343	L-Arginine, methyl ester, hydrochloride (1:2)	C7H18Cl2N4O2	261.15	1.45055e-11	1.57846	3.53492	256.589	1.01556e-09	0.118701	7.91206	27.1948	-2.05947	205.486	1.64791e-08	0.0207117
DTXSID90885363	DSSTox_Substance_Id	DTXSID90885363	1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, 1,3,5-tris(3-isocyanatomethylphenyl)-	C27H18N6O6	522.477	2.6031e-11	17.7422	5.69048	348.472	1.79625e-08	11.6454	11.6741	37.0798	2.61598	183.299	2.42674e-09	5.19808e-09
DTXSID90885368	DSSTox_Substance_Id	DTXSID90885368	Guanidine, benzoate (1:1)	C8H11N3O2	181.195	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90885409	DSSTox_Substance_Id	DTXSID90885409	Propanenitrile, 3-[[4-[2-(5,6-dichloro-2-benzothiazolyl)diazenyl]-3-methylphenyl]ethylamino]-	C19H17Cl2N5S	418.34	2.95192e-11	355.715	3.54441	348.154	4.99568e-06	4.72847	11.6891	6710.86	4.38017	144.233	1.02148e-10	0.000234351
DTXSID90885449	DSSTox_Substance_Id	DTXSID90885449	2-Propen-1-aminium, N,N,N-triethyl-, bromide (1:1)	C9H20BrN	222.17	5.81827e-11	59.2682	5.84554	157.318	0.0741752	7.95257	3.77035	2611.36	-3.06459	208.426	0.106567	0.176783
DTXSID90885464	DSSTox_Substance_Id	DTXSID90885464	L-Glutamic acid, N-(1-oxododecyl)-, sodium salt (1:1)	C17H30NNaO5	351.419	7.77314e-12	7.13637	4.5061	294.742	1.21611e-11	0.196371	9.2815	4264.31	0.546806	150.636	4.46808e-10	0.00761593
DTXSID90885489	DSSTox_Substance_Id	DTXSID90885489	Benzoic acid, 4-[2-(4,5-dihydro-3-methyl-5-oxo-1-phenyl-1H-pyrazol-4-yl)diazenyl]-	C17H14N4O3	322.324	2.20641e-11	4.61942	3.53593	334.616	1.90332e-09	0.447942	10.9108	684.677	2.6917	150.403	1.31187e-11	4.70173e-05
DTXSID90885500	DSSTox_Substance_Id	DTXSID90885500	3,5-Dioxa-2,6-disilaheptane, 2,2,6,6-tetramethyl-4-(1-methylethylidene)-	C10H24O2Si2	232.47	7.10176e-11	61.6534	76.3289	171.587	0.0479536	0.446044	4.30931	462.917	4.37052	-73.7386	17.8981	8.11728e-06
DTXSID90885545	DSSTox_Substance_Id	DTXSID90885545	Quinolinium, 1-butyl-4-methyl-, iodide (1:1)	C14H18IN	327.209	1.46668e-11	96.0037	3.35447	293.652	0.000522996	6.30422	7.38314	3447.2	-1.20401	169.325	0.0020219	8.36578e-06
DTXSID90885580	DSSTox_Substance_Id	DTXSID90885580	Phosphonic acid, P-phenyl-, zinc salt (1:1)	C6H5O3PZn	221.46	5.45889e-11	4.9517	3.67836	318.489	4.92653e-08	0.102211	8.06116	26.8504	-2.39779	135.526	2.906e-07	0.225552
DTXSID90885621	DSSTox_Substance_Id	DTXSID90885621	Ethanesulfonic acid, 2-[[4-[3-(4,5-dichloro-2-methylphenyl)-4,5-dihydro-1H-pyrazol-1-yl]phenyl]sulfonyl]-, sodium salt (1:1)	C18H17Cl2N2NaO5S2	499.35	3.99447e-11	14.216	12.3775	384.661	1.11337e-08	0.769275	10.3065	1353.13	3.17523	180.083	1.15194e-09	0.00063852
DTXSID90885626	DSSTox_Substance_Id	DTXSID90885626	Octadecanamide, N-(2-hydroxypropyl)-	C21H43NO2	341.58	1.74762e-11	381.493	8.53335	346.712	3.6912e-08	0.195963	9.42038	13597.7	7.24614	98.2228	8.4011e-08	0.000139922
DTXSID90885661	DSSTox_Substance_Id	DTXSID90885661	Benzene, 1,3-bis(1-chloro-1-methylethyl)-	C12H16Cl2	231.16	8.87358e-12	2248.99	16.2391	276.227	0.00077662	2.84356	6.70553	4084.39	4.58505	-61.084	0.0379616	0.000123567
DTXSID90885666	DSSTox_Substance_Id	DTXSID90885666	Cyclopentanecarboxylic acid, 3-oxo-2-pentyl-, methyl ester	C12H20O3	212.289	1.89973e-11	8.00519	4.58795	250.718	7.35151e-07	0.5691	6.90357	100.144	2.91557	-0.629746	0.00504591	0.00207532
DTXSID90885702	DSSTox_Substance_Id	DTXSID90885702	Silane, chlorodecyldimethyl-	C12H27ClSi	234.88	1.32308e-11	366.706	222.503	239.88	0.0656201	3.28155	5.81206	3671.54	5.38116	-82.1988	0.0222727	3.92786e-07
DTXSID90885722	DSSTox_Substance_Id	DTXSID90885722	Borate(1-), tetrafluoro-, copper(2+) (2:1)	B2CuF8	237.15	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90885727	DSSTox_Substance_Id	DTXSID90885727	L-Glutamic acid, N-(1-oxooctadecyl)-, sodium salt (1:1)	C23H42NNaO5	435.581	1.68573e-11	17.6274	5.37292	293.284	5.87309e-12	0.192732	9.37584	13900.9	2.55106	147.552	1.29811e-09	0.000116303
DTXSID90885742	DSSTox_Substance_Id	DTXSID90885742	Benzenesulfonic acid, 4-[2-[4-[2-(2-phenyl-1H-indol-3-yl)diazenyl]phenyl]diazenyl]-, sodium salt (1:1)	C26H18N5NaO3S	503.51	1.39024e-11	12.6869	16.024	326.929	1.38874e-08	0.528568	9.66085	244264.0	4.77825	194.268	3.71725e-10	1.02406e-05
DTXSID90885762	DSSTox_Substance_Id	DTXSID90885762	Magnesium, chlorooctyl-	C8H17ClMg	172.98	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90885767	DSSTox_Substance_Id	DTXSID90885767	3H-Indolium, 2-[[2-(4-methoxyphenyl)-2-methylhydrazinylidene]methyl]-1,3,3-trimethyl-, chloride (1:1)	C20H24ClN3O	357.88	2.04978e-11	21.9851	4.92077	347.746	9.49375e-08	5.2541	8.72174	2362.58	0.870695	120.222	1.8815e-07	5.87008e-05
DTXSID90885803	DSSTox_Substance_Id	DTXSID90885803	9,10-Anthracenedione, 2,3-dihydro-1,4-dihydroxy-	C14H10O4	242.23	7.89432e-11	3.44918	34.1016	360.521	4.78911e-06	0.28065	10.6665	763.338	1.49011	221.987	2.16453e-09	0.00396681
DTXSID90885823	DSSTox_Substance_Id	DTXSID90885823	Benzenesulfonic acid, 4-[2-(4-amino-5-methoxy-2-methylphenyl)diazenyl]-	C14H15N3O4S	321.35	1.38809e-11	7.1593	3.35472	295.848	5.03503e-09	0.305927	9.18198	1438.81	1.7433	183.786	4.33681e-11	0.00592707
DTXSID90885828	DSSTox_Substance_Id	DTXSID90885828	3H-Indolium, 3-[2-(2,4-dihydro-2,4-dimethyl-3H-1,2,4-triazol-3-ylidene)hydrazinylidene]-1-methyl-2-phenyl-, chloride (1:1)	C19H19ClN6	366.85	3.09241e-11	55.5857	9.82605	325.672	2.66479e-09	5.53814	8.9548	980.412	0.669661	132.418	1.36644e-08	9.37343e-06
DTXSID90885929	DSSTox_Substance_Id	DTXSID90885929	Dodecanedioic acid, 1,12-bis[2-(2-hydroxybenzoyl)hydrazide]	C26H34N4O6	498.58	3.97015e-11	38.9488	9.37189	275.691	1.01621e-08	0.219289	9.5392	21128.9	-0.218061	198.646	1.53355e-09	0.00511534
DTXSID90885949	DSSTox_Substance_Id	DTXSID90885949	1-Propanaminium, N,N,N-trimethyl-3-[(1-oxohexadecyl)amino]-, chloride (1:1)	C22H47ClN2O	391.08	1.99048e-11	390.678	8.37542	328.792	6.1522e-08	1.17057	10.5377	13698.4	0.543324	129.89	1.2495e-07	8.68079e-05
DTXSID90885989	DSSTox_Substance_Id	DTXSID90885989	3H-Indolium, 2-[2-(4,5-dihydro-3,5-diphenyl-1H-pyrazol-1-yl)ethenyl]-1,3,3-trimethyl-, chloride (1:1)	C28H28ClN3	442.0	5.39423e-11	601.674	60.3783	349.561	1.82177e-07	3.84538	11.7072	47334.0	1.13482	172.234	1.40222e-08	1.27302e-05
DTXSID90886032	DSSTox_Substance_Id	DTXSID90886032	2-Butenoic acid, 2-methyl-, 3-methylpentyl ester, (2Z)-	C11H20O2	184.279	2.71001e-11	55.0964	4.65794	220.598	0.000154497	0.149834	5.26338	353.74	4.17921	-59.8694	0.2522	0.000241344
DTXSID90886037	DSSTox_Substance_Id	DTXSID90886037	3-Octene, 1-bromo-, (3E)-	C8H15Br	191.112	5.39558e-11	492.782	3.5416	202.623	0.00581971	2.37736	4.81869	211.194	4.41921	-62.3174	0.163915	2.39396e-05
DTXSID90886052	DSSTox_Substance_Id	DTXSID90886052	Butanoic acid, (2E)-2-hexen-1-yl ester	C10H18O2	170.252	7.49126e-11	26.413	4.63786	207.778	0.000339306	0.167192	5.05873	370.874	3.32965	-54.2189	0.192368	0.000603492
DTXSID90886057	DSSTox_Substance_Id	DTXSID90886057	1,2-Benzenedicarboxylic acid, 3,3'-[(1-methylethylidene)bis(4,1-phenyleneoxy)]bis-	C31H24O10	556.523	1.66355e-11	3.70353	45.1287	321.462	7.40163e-09	0.211823	9.49784	166187.0	5.83634	285.441	7.33173e-11	0.000480141
DTXSID90886133	DSSTox_Substance_Id	DTXSID90886133	Benzenesulfonamide, 4-[2-(1-butyl-5-cyano-1,6-dihydro-2-hydroxy-4-methyl-6-oxo-3-pyridinyl)diazenyl]-N-(2-ethylhexyl)-	C25H35N5O4S	501.65	8.05783e-11	21.2066	7.22834	348.301	2.43801e-08	2.70414	10.2135	33542.3	1.7174	193.235	1.10822e-09	6.17348e-06
DTXSID90886198	DSSTox_Substance_Id	DTXSID90886198	Benzene, 4-(1,3-diphenylbutyl)-1,2-dimethyl-	C24H26	314.472	1.75793e-11	4029.05	44.6192	344.405	1.90949e-06	2.41083	10.3412	2456.59	6.81695	96.8972	9.97129e-07	5.6214e-07
DTXSID90886234	DSSTox_Substance_Id	DTXSID90886234	2H-Pyran, tetrahydro-2-[(11E)-11-tetradecen-1-yloxy]-	C19H36O2	296.495	9.30665e-11	920.046	4.79154	352.769	6.47146e-07	2.79747	9.42644	4175.04	7.79776	19.8344	9.26721e-06	3.19116e-07
DTXSID90886239	DSSTox_Substance_Id	DTXSID90886239	2(3H)-Benzofuranone, 3a,4,5,7a-tetrahydro-3,6-dimethyl-	C10H14O2	166.22	9.43035e-11	11.3799	3.52847	229.755	5.91882e-06	0.0910536	5.72849	114.385	1.75522	62.2822	0.0152991	0.0265712
DTXSID90886254	DSSTox_Substance_Id	DTXSID90886254	Propanoyl fluoride, 2,3,3,3-tetrafluoro-2-[1,1,2,2,3,3-hexafluoro-3-(trifluoromethoxy)propoxy]-	C7F14O3	398.052	8.75626e-13	4.24776	4.44866	112.415	0.000949486	2.60058	2.18734	1752.06	3.32728	1.38614	46.2822	0.000112598
DTXSID90886279	DSSTox_Substance_Id	DTXSID90886279	[1,1'-Biphenyl]-4-carbonitrile, 4'-[(2S)-2-methylbutoxy]-	C18H19NO	265.356	1.64131e-11	493.067	3.53784	362.867	5.42448e-06	4.44356	9.63223	12374.6	3.87356	69.4741	1.51157e-07	1.14634e-06
DTXSID90886330	DSSTox_Substance_Id	DTXSID90886330	Acetaldehyde, 2-[[(2E)-3,7-dimethyl-2,6-octadien-1-yl]oxy]-	C12H20O2	196.29	2.22108e-10	14.9672	4.48538	246.722	0.000112731	2.77015	6.36243	464.437	2.22121	-15.415	0.0504087	0.0139688
DTXSID90886390	DSSTox_Substance_Id	DTXSID90886390	2-Octenoic acid, 4-ethyl-, (2Z)-	C10H18O2	170.252	4.1869e-11	3.04766	4.4351	283.065	4.91336e-07	0.263522	7.51932	190.712	3.55732	14.4064	0.00146776	0.000723753
DTXSID90886411	DSSTox_Substance_Id	DTXSID90886411	2H-Pyran, tetrahydro-4-methylene-2-(2-methyl-1-propen-1-yl)-	C10H16O	152.237	1.91175e-10	6.4513	3.36554	197.442	0.000385759	2.03451	4.84392	312.345	3.47307	-28.2476	0.925016	0.00630523
DTXSID90886436	DSSTox_Substance_Id	DTXSID90886436	Bicyclo[3.1.1]heptane-3-methanamine, 2,6,6-trimethyl-	C11H21N	167.296	2.51077e-11	102.885	43.459	225.151	2.58825e-05	0.402513	7.49815	254.835	3.06407	40.7542	0.0452479	0.00476849
DTXSID90886456	DSSTox_Substance_Id	DTXSID90886456	2-Butenoic acid, 2-methyl-, 2-methylpropyl ester, (2E)-	C9H16O2	156.225	3.74481e-11	7.9611	4.62897	183.055	0.000191977	0.0865132	4.43432	84.5468	2.98066	-60.9559	1.33992	0.00996689
DTXSID90886476	DSSTox_Substance_Id	DTXSID90886476	1-Propanaminium, 2-hydroxy-N,N,N-trimethyl-, 2-ethylhexanoate (1:1)	C14H31NO3	261.406	-	-	-	-	-	-	-	-	-	-	-	-
DTXSID90886532	DSSTox_Substance_Id	DTXSID90886532	Hexanoyl chloride, 2-[2,4-bis(1,1-dimethylpropyl)phenoxy]-	C22H35ClO2	366.97	2.4229e-11	1669.69	8.22923	389.852	8.08605e-08	2.24256	10.2608	15198.7	8.61174	6.75146	9.94284e-07	1.23513e-05
DTXSID90886638	DSSTox_Substance_Id	DTXSID90886638	Propanoic acid, 2-hydroxy-, 1-methylethyl ester, (2S)-	C6H12O3	132.159	8.50547e-12	4.55736	4.11972	166.864	8.37441e-07	0.0715657	4.28249	18.1427	0.378319	-14.5743	0.608071	1.3443
DTXSID90886693	DSSTox_Substance_Id	DTXSID90886693	1,6-Dodecadien-3-ol, 3,7,11-trimethyl-	C15H28O	224.388	1.48137e-10	413.501	3.3488	288.801	1.02346e-05	0.538634	9.23974	1066.33	5.59368	15.6476	0.020424	0.000289233
DTXSID90886734	DSSTox_Substance_Id	DTXSID90886734	3H-Indolium, 2-[2-[4-[(2-cyanoethyl)methylamino]phenyl]ethenyl]-1,3,3-trimethyl-, acetate (1:1)	C25H29N3O2	403.526	3.07336e-11	517.95	4.46061	352.837	6.45747e-08	4.97889	11.6888	2711.19	1.02648	144.109	4.96345e-08	1.29041e-05
DTXSID90886759	DSSTox_Substance_Id	DTXSID90886759	2-Butenoic acid, (3Z)-3-hexen-1-yl ester, (2E)-	C10H16O2	168.236	4.79472e-11	34.4187	4.65436	224.504	0.000284019	0.138594	5.01126	310.444	2.92813	-66.059	0.238431	0.002869
DTXSID90886774	DSSTox_Substance_Id	DTXSID90886774	9,10-Anthracenedione, 1-[(2-ethylhexyl)amino]-4-(pentylamino)-	C27H36N2O2	420.597	2.93061e-11	125.948	43.7343	383.479	1.55179e-08	0.479214	9.65482	88684.7	5.81853	158.723	2.4727e-08	1.40078e-06
DTXSID90886794	DSSTox_Substance_Id	DTXSID90886794	3H-Pyrazol-3-one, 4,4'-[(phenylmethylene)bis[(2-methyl-4,1-phenylene)-2,1-diazenediyl]]bis[2,4-dihydro-5-methyl-2-phenyl-	C41H36N8O2	672.793	8.87352e-11	39.2026	71.3261	327.339	3.62692e-08	0.769896	11.6738	135706.0	6.86845	194.946	1.37964e-10	1.96179e-07
DTXSID90886810	DSSTox_Substance_Id	DTXSID90886810	Ethanamine, N,N',N''-[(2,4,6,8,8-pentamethylcyclotetrasiloxane-2,4,6-triyl)tris(oxy)]tris[N-ethyl-	C17H45N3O7Si4	515.901	1.12032e-11	133.637	214.631	302.872	0.00370368	20.6349	8.97089	1447.5	4.24243	71.7555	0.00588074	1.14131e-06
DTXSID90886835	DSSTox_Substance_Id	DTXSID90886835	Cyclohexanecarboxylic acid, 4-butyl-, 4-methoxyphenyl ester, trans-	C18H26O3	290.403	1.94888e-11	456.164	4.51996	336.993	1.01195e-07	0.407444	8.84079	1865.57	5.28454	69.5085	5.18697e-06	2.20605e-05
DTXSID90886996	DSSTox_Substance_Id	DTXSID90886996	1H-3a,7-Methanoazulene, octahydro-6-methoxy-3,6,8,8-tetramethyl-, (3R,3aS,6R,7R,8aS)-	C16H28O	236.399	2.33216e-11	879.826	55.1733	289.757	0.00137689	70.8497	7.2581	164655.0	5.84564	67.8597	0.000657878	7.67046e-06
DTXSID90887029	DSSTox_Substance_Id	DTXSID90887029	2-Propenoic acid, 2-methyl-, 2-methylnonyl ester	C14H26O2	226.36	4.42869e-11	281.709	5.73071	262.94	5.88868e-05	0.641459	6.90777	1165.24	5.34342	-27.869	0.00459924	9.33135e-06
